Date,Time,Month,epoch_format,zigduino-3:humidity,zigduino-3:temperature,zigduino-4:humidity,zigduino-4:temperature
2020-01-30,12:00:00,1,1580385600000.0,12.322843906705902,20.892090459204944,1.0,23.830022772562877
2020-01-30,14:00:00,1,1580392800000.0,12.113209977990495,20.994741250448584,1.0,23.8088135183685
2020-01-30,16:00:00,1,1580400000000.0,11.889377338423868,21.092322607124657,1.0,23.824590041851064
2020-01-30,18:00:00,1,1580407200000.0,13.809781261688029,20.682078493107856,1.0,22.81409349228888
2020-01-30,20:00:00,1,1580414400000.0,15.158035348130715,20.38567478475221,1.0,22.287988940356502
2020-01-30,22:00:00,1,1580421600000.0,16.095456487248814,20.22404329687495,1.0,22.015099952449056
2020-01-31,00:00:00,1,1580428800000.0,16.89495153992829,20.135738843421148,1.0,21.844088606138317
2020-01-31,02:00:00,1,1580436000000.0,17.730563796464264,20.097644461670694,1.0,21.69899083828796
2020-01-31,04:00:00,1,1580443200000.0,18.327723649955367,20.2698778534417,1.0,22.532197587648024
2020-01-31,06:00:00,1,1580450400000.0,18.89343727281929,20.667606426378637,1.0,23.021602943157216
2020-01-31,08:00:00,1,1580457600000.0,20.106668098363045,21.037084701836587,1.0,23.24457326856139
2020-01-31,10:00:00,1,1580464800000.0,21.056553816358942,21.115127727204364,1.0,23.329532738839276
2020-01-31,12:00:00,1,1580472000000.0,21.27122412582481,21.059150414954328,1.0,23.13247841869927
2020-01-31,14:00:00,1,1580479200000.0,20.76508193684065,21.131342528796164,1.0,23.10521706102473
2020-04-01,00:00:00,4,1585699200000.0,3.606881548944364,18.637870428882984,1.0,20.084424606770465
2020-04-01,02:00:00,4,1585706400000.0,3.614598673070467,18.4825679725812,1.0,20.01105223306224
2020-04-01,04:00:00,4,1585713600000.0,3.360390804467797,18.391234756065096,1.0,19.998716154745296
2020-04-01,06:00:00,4,1585720800000.0,3.2174180172908917,18.326922202526237,1.0,20.01074822637237
2020-04-01,08:00:00,4,1585728000000.0,3.73763260536524,18.19525479285295,1.0,19.8133843234928
2020-04-01,10:00:00,4,1585735200000.0,3.942183095007087,18.17970442226118,1.0,19.58022361377362
